U|00000330|XQ|202012090000|202112090000|202112090000|N|202112090000|0|||Y|Y
U|00001181|XQ|202012160000|202112160000|202112160000|N|202112160000|0|||Y|Y
U|00002346|XQ|202012070000|202112070000|202112070000|N|202112070000|0|||Y|Y
U|00002443|XQ|202011170000|202111170000|202111170000|N|202111170000|0|||Y|Y
U|00002852|XQ|202012100000|202112100000|202112100000|N|202112100000|0|||Y|Y
U|00003075|XQ|202012080000|202112080000|202112080000|N|202112080000|0|||Y|Y
U|00003166|XQ|202012100000|202112100000|202112100000|N|202112100000|0|||Y|Y
U|00003453|XQ|202012050000|202112050000|202112050000|N|202112050000|0|||Y|Y
U|00003775|XQ|202012180000|202112180000|202112180000|N|202112180000|0|||Y|Y
U|00003781|XQ|202012070000|202112070000|202112070000|N|202112070000|0|||Y|Y
U|00003923|XQ|202012110000|202112110000|202112110000|N|202112110000|0|||Y|Y
U|00005832|XQ|202012120000|202112120000|202112120000|N|202112120000|0|||Y|Y
U|00006508|XQ|202011180000|202111180000|202111180000|N|202111180000|0|||Y|Y
U|00007180|XQ|202012030000|202112030000|202112030000|N|202112030000|0|||Y|Y
U|00009033|XQ|202012090000|202112090000|202112090000|N|202112090000|0|||Y|Y
U|00009393|XQ|202012060000|202112060000|202112060000|N|202112060000|0|||Y|Y
U|00010199|XQ|202012040000|202112040000|202112040000|N|202112040000|0|||Y|Y
U|00010216|XQ|202012090000|202112090000|202112090000|N|202112090000|0|||Y|Y
U|00011017|XQ|202012180000|202112180000|202112180000|N|202112180000|0|||Y|Y
U|00011035|XQ|202012190000|202112190000|202112190000|N|202112190000|0|||Y|Y
U|00011219|XQ|202012170000|202112170000|202112170000|N|202112170000|0|||Y|Y
U|00012942|XQ|202012040000|202112040000|202112040000|N|202112040000|0|||Y|Y
U|00023150|XQ|202012100000|202112100000|202112100000|N|202112100000|0|||Y|Y
U|00023157|XQ|202012020000|202112020000|202112020000|N|202112020000|0|||Y|Y
U|00023162|XQ|202012100000|202112100000|202112100000|N|202112100000|0|||Y|Y
U|00023165|XQ|202012060000|202112060000|202112060000|N|202112060000|0|||Y|Y
U|00023406|XQ|202012050000|202112050000|202112050000|N|202112050000|0|||Y|Y
U|00024072|XQ|202011160000|202111160000|202111160000|N|202111160000|0|||Y|Y
U|00024079|XQ|202012090000|202112090000|202112090000|N|202112090000|0|||Y|Y
U|00024213|XQ|202012090000|202112090000|202112090000|N|202112090000|0|||Y|Y
U|00024361|XQ|202012130000|202112130000|202112130000|N|202112130000|0|||Y|Y
U|00024503|XQ|202012050000|202112050000|202112050000|N|202112050000|0|||Y|Y
U|00024525|XQ|202012040000|202112040000|202112040000|N|202112040000|0|||Y|Y
U|00025147|XQ|202012120000|202112120000|202112120000|N|202112120000|0|||Y|Y
U|00032021|XQ|202012100000|202112100000|202112100000|N|202112100000|0|||Y|Y
U|00032711|XQ|202012040000|202112040000|202112040000|N|202112040000|0|||Y|Y
U|00035136|XQ|202012100000|202112100000|202112100000|N|202112100000|0|||Y|Y
U|00035140|XQ|202012160000|202112160000|202112160000|N|202112160000|0|||Y|Y
U|00035146|XQ|202012060000|202112060000|202112060000|N|202112060000|0|||Y|Y
U|00035309|XQ|202012110000|202112110000|202112110000|N|202112110000|0|||Y|Y
U|00035315|XQ|202012170000|202112170000|202112170000|N|202112170000|0|||Y|Y
U|00035321|XQ|202012160000|202112160000|202112160000|N|202112160000|0|||Y|Y
U|00035461|XQ|202012050000|202112050000|202112050000|N|202112050000|0|||Y|Y
U|00041638|XQ|202012030000|202112030000|202112030000|N|202112030000|0|||Y|Y
U|00041647|XQ|202012030000|202112030000|202112030000|N|202112030000|0|||Y|Y
U|00044013|XQ|202012020000|202112020000|202112020000|N|202112020000|0|||Y|Y
U|00044082|XQ|202007120000|202107120000|202107120000|N|202107120000|0|||Y|Y
